id;title;price;rooms;bathrooms;size;parking_space;type;number;neighborhood_name;population;houses;area;street_name;zip_code;flood_quota;latitude;longitude;modality_name;company_name 
1442;Apartamento em excelente localização !;249000.0;3;1;61.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua General Osorio;89032-239;;-26.909049;-49.1246971;venda;zap_imoveis
1445;Terreno residencial, localizado a poucos metros da Rua dos Caçadores, imediações da Rua Divinópolis.;249000.0;0;0;0.0;0;loteterreno;;Velha;15373;5470;6.0;Rua Atanagildo Jose Nunes;89040-105;;-26.9222779;-49.1163423;venda;zap_imoveis
1446;Apartamento com 2 dormitórios à venda, 55 m² por R$ 249.000,00 - Boa Vista - Blumenau/SC;249000.0;2;1;55.0;1;apartamento;;Victor Konder;4612;1990;1.0;Rua Carlos Rischbieter;89012-200;16.6;-26.9077427;-49.0732069;venda;zap_imoveis
1448;Apartamento novo Salto Weissbach !;249100.0;2;1;50.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1450;Apartamento com 2 dormitórios à venda, 52 m² por R$ 249.312,00 - Salto Weissbach - Blumenau/SC;249312.0;2;1;52.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1454;Apartamento de 02 dormitórios e demais dependências no bairro Salto Weissbach.;249312.0;2;1;49.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1458;Apartamento à venda com 2 quartos no bairro Salto Weissbach.;249312.0;2;1;50.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1460;Blumenau - Apartamento Padrão - Salto Weissbach;249312.0;2;1;51.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1461;Apartamento NOVO no bairro Salto Weissbach!;249312.0;2;1;50.0;1;apartamento;;Itoupava Seca;4464;1616;3.0;Rua Engenheiro Paul Werner;89030-101;20.7;-26.8962619;-49.0824227;venda;zap_imoveis
1462;Última unidade. Apartamentos Novos e Prontos para Morar, sacada com churrasqueira, prédio com elevad;249312.0;2;1;50.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1463;Apartamento novo, 2 dormitórios !;249312.0;2;1;62.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1468;Lote a venda no bairro Ponta Aguda!;249850.0;0;0;359.0;0;loteterreno;;Itoupava Seca;4464;1616;3.0;Rua Engenheiro Paul Werner;89030-101;20.7;-26.8962619;-49.0824227;venda;zap_imoveis
1475;Terreno à venda, 360 m² por R$ 249.850,00 - Ponta Aguda - Blumenau/SC;249850.0;0;0;360.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1476;Lote em Rua Antônio Zendron - Valparaiso - Blumenau/SC;249880.0;0;0;520.0;0;loteterreno;;Valparaiso;5280;1774;1.0;Rua Antonio Zendron;89023-203;14.2;-26.9554667;-49.0901784;venda;zap_imoveis
1479;Ótimo apartamento semi mobiliado, Bairro Velha Central!;249900.0;3;1;75.0;1;apartamento;;Velha;15373;5470;6.0;Rua Governador Jorge Lacerda;89045-000;;-26.924502;-49.1025403;venda;zap_imoveis
1480;Terreno residencial com 360 m² de área, no Bairro Velha em Blumenau!;249900.0;0;0;360.0;0;loteterreno;;Velha;15373;5470;6.0;Rua Atanagildo Jose Nunes;89040-105;;-26.9222779;-49.1163423;venda;zap_imoveis
1481;Apartamento com 3 dormitórios !;249900.0;3;1;62.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua General Osorio;89032-239;;-26.909049;-49.1246971;venda;zap_imoveis
1483;Casa à venda com 03 dormitórios no Bairro da Glória, Blumenau/SC;250000.0;3;1;100.0;2;casa;;Da Gloria;6228;2096;2.0;Rua Belo Horizonte;89025-000;;-26.976146;-49.0605507;venda;zap_imoveis
1484;Ótimo terreno, no Bairro Badenfurt!;250000.0;0;0;414.0;0;loteterreno;;Badenfurt;8650;2753;12.0;Rua Augusto Bressanini;89070-630;;-26.8765851;-49.1346625;venda;zap_imoveis
1485;Ótimo terreno, no Salto do Norte!;250000.0;0;0;471.0;0;loteterreno;;Salto Do Norte;8441;2779;7.0;Rua Walter Schwantz;89065-350;;-26.8761413;-49.1039381;venda;zap_imoveis
1486;Ótimo terreno, no Bairro Itoupava Central!;250000.0;0;0;0.0;0;loteterreno;;Itoupava Central;28164;8715;45.0;Rua Godo Deeke;89068-254;;-26.8122952;-49.109246;venda;zap_imoveis
1489;Apartamento a venda no bairro Centro em Blumenau!;250000.0;3;1;67.0;0;apartamento;;Centro;5004;1622;2.0;Rua Sete De Setembro;89010-200;;-26.9130355;-49.0790176;venda;zap_imoveis
1491;Blumenau - Terreno Padrão - Garcia;250000.0;1;1;1462.0;0;loteterreno;;Garcia;15911;5336;5.0;Rua Christiano Theiss;89020-410;10.8;-26.9293031;-49.0561492;venda;zap_imoveis
1493;Blumenau - Padrão - Itoupava Central;250000.0;3;1;120.0;1;casa;;Itoupava Central;28164;8715;45.0;Rua Descanso;89062-228;;-26.8360715;-49.0805431;venda;zap_imoveis
1496;Terreno 16x36 a venda no bairro Fidelis em Blumenau;250000.0;0;0;576.0;0;loteterreno;;Fidelis;5392;1597;9.0;Rua Professor Hermann Lange;89060-300;;-26.8026892;-49.0576538;venda;zap_imoveis
1497;Vendo Apartamento Mobiliado, 02 quartos, Salto Weissbach – Blumenau, SC;250000.0;2;1;58.0;2;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Aleixo Vanzuita;89032-248;;-26.9008979;-49.1314523;venda;zap_imoveis
1498;Apartamento com 3 dormitórios à venda, 79 m² por R$ 250.000,00 - Passo Manso - Blumenau/SC;250000.0;3;1;80.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Guilherme Poerner;89042-327;;-26.9084141;-49.1503081;venda;zap_imoveis
1504;Amplo Apartamento de 3 quartos e 2 banheiros no Salto Weissbach!;250000.0;3;2;111.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Bahia;89032-525;14.8;-26.8867411;-49.0937241;venda;zap_imoveis
1508;Lofts próximo ao terminal da fonte! Espaços integrados, uma vaga e linda vista para o centro da cida;250000.0;1;1;33.0;1;kitnet;;Garcia;15911;5336;5.0;Rua Ararangua;89020-302;14.05;-26.938174;-49.0538273;venda;zap_imoveis
1510;Terreno no bairro Garcia em Blumenau;250000.0;0;0;660.0;0;loteterreno;;Garcia;15911;5336;5.0;Rua Christiano Theiss;89020-410;10.8;-26.9293031;-49.0561492;venda;zap_imoveis
1511;Blumenau - Casa Padrão - Passo Manso;250000.0;2;1;57.0;1;casa;;Passo Manso;6799;2069;7.0;Rua Francisco Zimmermann;89032-754;;-26.917056;-49.1541583;venda;zap_imoveis
1512;Vendo Apartamento 02 Quartos, Bairro Escola Agricola;250000.0;2;1;52.0;1;apartamento;;Escola Agricola;12145;3906;4.0;Rua Theodoro Lueders;89031-490;;-26.8923095;-49.1054307;venda;zap_imoveis
1513;Flat em Blumenau para investir.;250000.0;1;1;18.0;1;flat;;Centro;5004;1622;2.0;Rua Paul Hering;89010-050;14.55;-26.9215371;-49.0655784;venda;zap_imoveis
1515;Apartamento de 91,66m² com 3 dormitórios em condomínio tranquilo e bem localizado.;250000.0;3;2;91.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Trombudo Central;89041-480;;-26.9135665;-49.1164143;venda;zap_imoveis
1520;Terreno à Venda em Condomínio - Área útil 359,37 m² - Ponta Aguda, Blumenau - Agende sua visita sem;250000.0;0;0;359.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1522;Terreno no bairro Itoupavazinha, localizado no loteamento Arbore!;250000.0;0;0;0.0;0;loteterreno;;Itoupava Norte;15648;5258;5.0;Rua Sao Cristovao;89053-590;10.05;-26.8707056;-49.0879875;venda;zap_imoveis
1523;Apartamento semi - mobiliado para venda no bairro Victor Konder!;250000.0;1;2;55.0;1;apartamento;;Victor Konder;4612;1990;1.0;Rua Max Hering;89012-510;13.85;-26.9073376;-49.0785149;venda;zap_imoveis
1524;Terreno localizado no bairro Garcia, próximo ao Hospital Santa Catarina!;250000.0;0;0;0.0;0;loteterreno;;Itoupava Norte;15648;5258;5.0;Rua Sao Cristovao;89053-590;10.05;-26.8707056;-49.0879875;venda;zap_imoveis
1525;Amplo terreno, na Ponta Aguda!;250000.0;0;0;719.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua August Friedrich Wilhelm Becker;89051-090;;-26.906535;-49.0653098;venda;zap_imoveis
1526;Apartamento mobiliado á venda, no Bairro Água Verde!;250000.0;2;1;59.0;1;apartamento;;Velha;15373;5470;6.0;Rua Angelina Cordeiro Herkenhoff;89041-130;;-26.9147105;-49.1082595;venda;zap_imoveis
1527;Oportunidade, lindo apartamento com moveis sob medida e sacada com churrasqueira e condomínio com á;250000.0;2;1;55.0;1;apartamento;;Passo Manso;6799;2069;7.0;Rua Elvira Bornhofen;89032-464;;-26.9070815;-49.154649;venda;zap_imoveis
1528;Apartamento a venda no bairro Escola Agrícola!;250000.0;2;1;57.0;1;apartamento;;Itoupava Seca;4464;1616;3.0;Rua Engenheiro Paul Werner;89030-101;20.7;-26.8962619;-49.0824227;venda;zap_imoveis
1532;|CASA MISTA A VENDA, BAIRRO PONTA AGUDA, 4 DORMITÓRIOS + QUITINETE || LA VITA IMÓVEIS|;250000.0;5;2;200.0;1;casa;;Ponta Aguda;9880;3233;7.0;Rua Professor Lothar Krieck;89050-190;;-26.9096836;-49.0522814;venda;zap_imoveis
1533;Terreno, Lote á Venda no Condomínio Fechado Paysage Privilege - 359,37m² - Bairro Ponta Aguda - Blum;250000.0;0;0;359.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1535;Terreno plano ideal pra construção de sobrados. São 300,00 m² sendo 15,00 metros de frente por 20,00;250000.0;0;0;300.0;0;loteterreno;;Badenfurt;8650;2753;12.0;Rua Mathilde Wagner;89070-720;12.75;-26.8762482;-49.1386809;venda;zap_imoveis
1541;Ótimo apartamento semi mobiliado no bairro Itoupava Norte a poucos minutos do centro da cidade, próx;250000.0;2;1;69.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Sao Jeronimo;89052-320;;-26.8918794;-49.0743635;venda;zap_imoveis
1542;Duas casas no mesmo terreno a venda, localizada no bairro Rua da Gloria Blumenau.;250000.0;3;2;90.0;3;casa;;Da Gloria;6228;2096;2.0;Rua Brusque;89025-470;;-26.979043;-49.0433335;venda;zap_imoveis
1543;Lote no condomínio Paysage Privilège Condomínio Parque;250000.0;0;0;375.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1544;APARTAMENTO COM 2 DORMITÓRIOS SENDO 1 SUÍTE NA ITOUPAVA NORTE;250000.0;2;1;69.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Sao Bernardo;89052-100;13.25;-26.8884622;-49.0668409;venda;zap_imoveis
1546;Lote no condomínio Paysage Privilège Condomínio Parque;250000.0;0;0;375.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1547;Excelente sobrado, no Bairro Itoupava Central!!;250000.0;2;2;68.0;1;casa;;Itoupava Central;28164;8715;45.0;Rua Doutor Pedro Zimmermann;89095-000;;-26.7674501;-49.0800116;venda;zap_imoveis
1548;Terreno - Blumenau - SC - Lote 60;250000.0;1;1;0.0;0;loteterreno;;Victor Konder;4612;1990;1.0;Rua Carlos Rischbieter;89012-200;16.6;-26.9077427;-49.0732069;venda;zap_imoveis
1551;Excelente oportunidade - Casa com fácil acesso à BR 470 e demais bairros da cidade.;250000.0;2;1;70.0;1;casa;;Passo Manso;6799;2069;7.0;Rua Arthur Mantau;89032-310;;-26.899334;-49.1391033;venda;zap_imoveis
1553;Excelente apartamento com sacada estendida, no Bairro Vila Nova!;250000.0;2;1;57.0;1;apartamento;;Vila Nova;9962;3884;2.0;Rua Julio Baumgarten;89037-011;14.5;-26.9054192;-49.0969936;venda;zap_imoveis
1554;Apartamento a venda, 2 dormitórios, 1 vaga, bairro Velha, Blumenau-SC;250000.0;2;1;52.0;1;apartamento;;Itoupava Seca;4464;1616;3.0;Rua Engenheiro Paul Werner;89030-101;20.7;-26.8962619;-49.0824227;venda;zap_imoveis
1556;TERRENO - PAYSAGE PRIVILÉGE;250000.0;0;0;0.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1560;Blumenau - Apartamento Padrão - Salto Weissbach;250000.0;2;1;68.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Norberto Achterberg;89032-241;;-26.9014799;-49.1300016;venda;zap_imoveis
1562;Terreno residencial de 1285m² localizado no bairro Itoupava Norte;250000.0;0;0;1285.0;0;loteterreno;;Itoupava Norte;15648;5258;5.0;Rua Das Antilhas;89053-430;;-26.8732914;-49.0787266;venda;zap_imoveis
1568;Apartamento Mobiliado 2 quartos Prox. Vila Germânica;250000.0;2;1;62.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Tenente Silvio Delmar Hollenbach;89036-655;;-26.9145072;-49.1005226;venda;zap_imoveis
1571;Apartamento no Bairro Itoupava Norte.;250000.0;2;1;53.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Sao Bernardo;89052-100;13.25;-26.8884622;-49.0668409;venda;zap_imoveis
1573;Terreno escriturado no Bairro Agua Verde, com 518,00 m² de área total, fazendo frente para o viradou;250000.0;0;0;518.0;0;loteterreno;;Velha Central;18779;6119;7.0;Rua Augusto Gustavo Isleb;89042-282;;-26.9142189;-49.126657;venda;zap_imoveis
1574;Imóvel localizado no Bairro Salto do Norte, na cidade de Blumenau.;250000.0;3;1;86.0;1;casa;;Salto Do Norte;8441;2779;7.0;Rua Johann Sachse;89070-541;19.65;-26.8646743;-49.1243115;venda;zap_imoveis
1577;Apartamento no Bairro da Velha, com 02 dormitórios, 01 vaga e demais dependências.;250000.0;2;1;70.0;1;apartamento;;Velha Central;18779;6119;7.0;Rua Jose Reuter;89046-000;;-26.933882;-49.1307406;venda;zap_imoveis
1584;Apartamento à venda, com 79,8 m² por R$250.000,00, no bairro Passo Manso em Blumenau/SC!;250000.0;3;1;79.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Guilherme Poerner;89042-327;;-26.9084141;-49.1503081;venda;zap_imoveis
1585;Flat em Blumenau para investir.;250000.0;1;1;18.0;1;flat;;Centro;5004;1622;2.0;Rua Paul Hering;89010-050;14.55;-26.9215371;-49.0655784;venda;zap_imoveis
1586;FLAT EM BLUMENAU - SC;250000.0;1;1;18.0;1;flat;;Centro;5004;1622;2.0;Rua Paul Hering;89010-050;14.55;-26.9215371;-49.0655784;venda;zap_imoveis
1587;Apartamento aconchegante, com melhor custo x benefício.;250000.0;2;2;73.0;2;apartamento;;Velha Central;18779;6119;7.0;Rua Freymundo Mette;89040-230;;-26.9286297;-49.1221576;venda;zap_imoveis
1591;Apartamento com 2 quartos no Salto Weissbach;250000.0;2;2;55.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Norberto Achterberg;89032-241;;-26.9014799;-49.1300016;venda;zap_imoveis
1592;Apartamento com 3 dormitórios e 2 banheiros.;250000.0;3;2;91.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Trombudo Central;89041-480;;-26.9135665;-49.1164143;venda;zap_imoveis
1594;FLAT EM BLUMENAU - SC;250000.0;1;1;18.0;1;flat;;Centro;5004;1622;2.0;Rua Paul Hering;89010-050;14.55;-26.9215371;-49.0655784;venda;zap_imoveis
1595;Sobrado a venda no Bairro Itoupava Central em Blumenau;250000.0;2;2;77.0;2;casa;;Itoupava Central;28164;8715;45.0;Rua Alwin Wachholz;89069-020;;-26.8078575;-49.0961848;venda;zap_imoveis
1596;Terreno no Loteamento Arbore na Itoupavazinha;250000.0;0;0;394.0;0;loteterreno;;Itoupavazinha;17560;5358;12.0;Rua Luiz Maske;89066-650;;-26.8399033;-49.1205342;venda;zap_imoveis
1598;APARTAMENTO NA PLANTA A VENDA BAIRRO FORTALEZA - BLUMENAU;251000.0;2;1;58.0;1;apartamento;;Tribess;8503;2691;3.0;Rua Francisco Vahldieck;89057-700;18.35;-26.8835204;-49.0721619;venda;zap_imoveis
1599;Vendo Apartamentos 2 Quartos, (1 Suíte), Edifício MS Live Residence – Vila Nova/ BNU;251577.0;2;2;83.0;1;apartamento;;Escola Agricola;12145;3906;4.0;Rua Sao Manoel;89037-625;;-26.9035809;-49.0971173;venda;zap_imoveis
1601;Apartamento no Bairro da Velha, próximo a Vila Germânica, com 1 quarto, sala, cozinha, lavação, saca;252000.0;1;1;39.0;1;apartamento;;Velha;15373;5470;6.0;Rua Araras;89036-452;;-26.9238492;-49.0917702;venda;zap_imoveis
1602;Apartamento no bairro Itoupava Central!;252350.0;2;1;46.0;1;apartamento;;Itoupava Seca;4464;1616;3.0;Rua Engenheiro Paul Werner;89030-101;20.7;-26.8962619;-49.0824227;venda;zap_imoveis
1603;LANÇAMENTO - ITOUPAVA CENTRAL - Vila Di Palermo!;253000.0;2;1;76.0;1;apartamento;;Itoupava Central;28164;8715;45.0;Rua Gustavo Zimmermann;89063-003;18.3;-26.8036671;-49.0875859;venda;zap_imoveis
1606;Blumenau - Apartamento Padrão - Salto Weissbach;253764.0;2;1;51.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1607;Apartamento novo, 2 dormitórios !;253764.0;2;1;62.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1608;Ótimo apartamento, no Bairro Salto Weissbach!;253764.0;2;1;64.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1609;Apartamento com 2 quartos no Salto Weissbach;253764.0;2;1;60.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Das Acacias;89032-130;;-26.8952382;-49.1288733;venda;zap_imoveis
1610;Excelente apartamento à venda, no bairro Salto do Norte!;254000.0;2;1;54.0;1;apartamento;;Salto Do Norte;8441;2779;7.0;Rua Victor Bernards;89065-530;;-26.8672612;-49.1063492;venda;zap_imoveis
1611;Apartamentos no Residencial Scire Norden, no bairro Itoupava Norte em Blumenau!;254520.0;2;2;57.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Dois De Setembro;89052-000;;-26.8843974;-49.0843002;venda;zap_imoveis
1612;Ótimo apartamento com 03 dormitórios, 02 banheiros, vaga de garagem coberta e condominio completo !;255000.0;3;2;97.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Max Weise;89032-280;;-26.9054906;-49.1346702;venda;zap_imoveis
1613;Studio para venda com 25 m² a 150 metros da Vila Germânica no bairro Velha - Blumenau - SC;255000.0;1;1;25.0;1;apartamento;;Velha;15373;5470;6.0;Rua Jaco Brueckheimer;89036-250;;-26.9139796;-49.0887719;venda;zap_imoveis
1614;Sobrado no bairro Itoupava Central!;255000.0;2;1;60.0;1;casa;;Itoupava Norte;15648;5258;5.0;Rua Sao Cristovao;89053-590;10.05;-26.8707056;-49.0879875;venda;zap_imoveis
1616;Apartamento com 3 dormitórios bairro Água Verde.;255000.0;3;2;91.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Max Weise;89032-280;;-26.9054906;-49.1346702;venda;zap_imoveis
1618;Casa no bairro Progresso em Blumenau;255000.0;3;3;196.0;1;casa;;Progresso;15005;4852;7.0;Rua Anapolina;89026-784;;-26.9801363;-49.0997126;venda;zap_imoveis
1621;Apartamento todo reformado no Bairro Salto do Norte - APENAS R$ 255.000,00!!;255000.0;2;1;57.0;1;apartamento;;Agua Verde;16186;5526;5.0;Rua Alfonso Souza E Silva;89037-035;14.45;-26.9105512;-49.096288;venda;zap_imoveis
1622;LANÇAMENTO BAIRRO FORTALEZA, APARTAMENTOS 2 QUARTOS, GARAGEM E SACADA!;255000.0;2;1;54.0;1;apartamento;;Tribess;8503;2691;3.0;Rua Francisco Vahldieck;89057-700;18.35;-26.8835204;-49.0721619;venda;zap_imoveis
1623;Sobrado à venda no Bairro Testo Salto em Blumenau;255000.0;2;1;82.0;2;casa;;Testo Salto;7065;2135;15.0;Rua Otilia Bennertz;89074-060;;-26.8690232;-49.1460421;venda;zap_imoveis
1624;Sobrado à venda no Bairro Testo Salto na cidade de Blumenau -SC;255000.0;2;1;82.0;2;casa;;Testo Salto;7065;2135;15.0;Rua Otilia Bennertz;89074-060;;-26.8690232;-49.1460421;venda;zap_imoveis
1625;Apartamento no bairro Passo Manso!;255000.0;2;1;57.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Sao Cristovao;89053-590;10.05;-26.8707056;-49.0879875;venda;zap_imoveis
1627;EXCELENTE APARTAMENTO SEMIMOBILIADO, COM 02 QUARTOS, NO BAIRRO GARCIA.;255000.0;2;1;62.0;0;apartamento;;Garcia;15911;5336;5.0;Rua Amazonas;89022-006;18.4;-26.9613043;-49.0655583;venda;zap_imoveis
1629;Lofts a 150m da Vila Germânica em Blumenau;255000.0;1;1;28.0;1;kitnet;;Velha;15373;5470;6.0;Rua Jaco Brueckheimer;89036-250;;-26.9139796;-49.0887719;venda;zap_imoveis
1633;Apartamento no Residencial Água Branca aproximadamente 111 m², Bairro Salto Weissback, contendo 3 do;255000.0;3;2;111.0;1;apartamento;;Salto Weissbach;5213;1556;4.0;Rua Bahia;89032-525;14.8;-26.8867411;-49.0937241;venda;zap_imoveis
1635;SOBRADO A VENDA NA ITOUPAVA CENTRAL EM BLUMENAU/SC!;255000.0;2;2;63.0;1;casa;;Itoupava Central;28164;8715;45.0;Rua Harold Georg;89069-167;;-26.7948908;-49.1052954;venda;zap_imoveis
1638;Blumengartens Condomínio Residencial .;255000.0;3;2;68.0;1;apartamento;;Passo Manso;6799;2069;7.0;Rua Bernardo Reiter;89046-200;;-26.9278486;-49.1432775;venda;zap_imoveis
1639;Apartamento no bairro Fortaleza!;255000.0;2;1;69.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Sao Cristovao;89053-590;10.05;-26.8707056;-49.0879875;venda;zap_imoveis
1640;Apartamentos à venda, próximo a Ponte do Salto! Com unidades a partir de 52,27m², tendo sacada com c;255423.0;2;1;52.0;1;apartamento;;Salto Do Norte;8441;2779;7.0;Rua Pomerode;89065-301;14.75;-26.8785312;-49.1012611;venda;zap_imoveis
1644;TERRENO EM ÓTIMA LOCALIZAÇÃO NO BAIRRO SALTO DO NORTE;256000.0;0;0;438.0;0;loteterreno;;Salto Do Norte;8441;2779;7.0;Rua Leopoldo Metzner;89070-590;;-26.870473;-49.1182127;venda;zap_imoveis
1645;Apartamento para venda com 52 metros quadrados com 2 quartos em Salto do Norte - Blumenau - SC;256114.0;2;1;52.0;1;apartamento;;Salto Do Norte;8441;2779;7.0;Rua Pomerode;89065-301;14.75;-26.8785312;-49.1012611;venda;zap_imoveis
1646;Apartamentos de dois dormitórios na Fortaleza Alta em frente ao campus da Furb;256229.0;2;1;55.0;1;apartamento;;Fortaleza Alta;4507;1398;5.0;Rua Villa Maria;89058-016;;-26.8546696;-49.0590554;venda;zap_imoveis
1647;Apartamentos de dois dormitórios na Fortaleza Alta em frente ao campus da Furb;256229.0;2;1;55.0;1;apartamento;;Fortaleza Alta;4507;1398;5.0;Rua Villa Maria;89058-016;;-26.8546696;-49.0590554;venda;zap_imoveis
1648;100% FINANCIADO! - Lançamento na rua 2 de setembro Itoupava Norte, unidades a partir de 54m².;257000.0;2;1;54.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Dois De Setembro;89052-000;;-26.8843974;-49.0843002;venda;zap_imoveis
1657;Apartamento 2 dormitórios na Itoupava Norte;259000.0;2;2;76.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Vinte E Cinco De Janeiro;89052-070;;-26.8903662;-49.0690388;venda;zap_imoveis
1659;SOBRADO SEMIMOBILIADO C/ VISTA PRIVILEGIADA na Itoupava Central;259000.0;2;1;71.0;1;casa;;Itoupava Central;28164;8715;45.0;Rua Franz Volles;89066-101;20.4;-26.835932;-49.102338;venda;zap_imoveis
1663;Apartamento de 2 quartos com churrasqueira na sacada à venda, no bairro Fortaleza em Blumenau/SC;259000.0;2;1;50.0;1;apartamento;;Fortaleza;13196;4212;5.0;Rua Johann Maul;89057-170;15.95;-26.8679371;-49.0600621;venda;zap_imoveis
1664;Excelente apartamento, tipo loft, com ambientes integrados, próximo ao campus 1 da Furb, no bairro I;259000.0;1;1;38.0;1;apartamento;;Itoupava Seca;4464;1616;3.0;Rua Teresopolis;89030-110;14.75;-26.904098;-49.0807824;venda;zap_imoveis
1665;Apartamento no bairro Itoupava Norte, excelente oportunidade para comprar o seu primeiro imóvel com;259119.0;2;2;58.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Sao Cristovao;89053-590;10.05;-26.8707056;-49.0879875;venda;zap_imoveis
1669;Excelente terreno, no Bairro Nova Esperança!;260000.0;0;0;363.0;0;loteterreno;;Nova Esperanca;3853;1240;2.0;Rua Veneza;89051-515;;-26.8917457;-49.04882213583086;venda;zap_imoveis
1672;Blumenau - Apartamento Padrão - Victor Konder;260000.0;1;1;50.0;1;apartamento;;Victor Konder;4612;1990;1.0;Rua Heinrich Hosang;89012-190;16.7;-26.9079728;-49.0757152;venda;zap_imoveis
1674;Terreno no bairro Ponta Aguda!;260000.0;0;0;359.0;0;loteterreno;;Ponta Aguda;9880;3233;7.0;Rua Silvano Candido Da Silva Senior;89050-280;;-26.9004052;-49.0464149;venda;zap_imoveis
1675;Apartamento à venda no bairro Itoupava Norte em Blumenau/SC;260000.0;3;1;56.0;1;apartamento;;Itoupava Norte;15648;5258;5.0;Rua Ricardo Persuhn;89052-660;;-26.8827572;-49.0759344;venda;zap_imoveis
1676;Casa Loteamento ALFABLU;260000.0;2;1;84.0;2;casa;;Fidelis;5392;1597;9.0;Rua Alois Scharf;89060-110;;-26.848278;-49.0759061;venda;zap_imoveis
1677;Sobrado com 2 dormitórios à venda, 77 m² por R$ 260.000,00 - Fidélis - Blumenau/SC;260000.0;2;1;78.0;1;casa;;Fidelis;5392;1597;9.0;Rua Agripino Grieco;89060-230;;-26.8511613;-49.0705889;venda;zap_imoveis
1685;Casa a venda no bairro Velha em Blumenau;260000.0;3;1;80.0;1;casa;;Velha;15373;5470;6.0;Rua Irma Aluysianis;89036-800;;-26.9283427;-49.1030476;venda;zap_imoveis
1686;Apartamento 2 dormitórios na Escola Agrícola;260000.0;2;1;65.0;1;apartamento;;Vila Nova;9962;3884;2.0;Rua Benjamin Constant;89037-502;12.1;-26.8948773;-49.0987164;venda;zap_imoveis
